" 
Nome",NIF,Tipo Entidade,Escalão Dívida
"RESTIMIR, S.A.",509900615,Pessoa Coletiva,10000 a 50000
"JOLF - CONSULTORIA, LDA",509900747,Pessoa Coletiva,10000 a 50000
"JANE PINHEIRO, UNIPESSOAL LDA",509901522,Pessoa Coletiva,10000 a 50000
"TRANSPORTES LIMPO FILIPE, LDA",509901786,Pessoa Coletiva,10000 a 50000
"REDSTONE, LDA - EM LIQUIDAÇÃO",509902189,Pessoa Coletiva,10000 a 50000
SINFONIA D'AGULHA UNIPESSOAL LDA,509904793,Pessoa Coletiva,10000 a 50000
TRANSF29 - UNIPESSOAL LDA,509905072,Pessoa Coletiva,10000 a 50000
"JÚLIA AZEVEDO OLIVEIRA, SOCIEDADE UNIPESSOAL LDA",509905676,Pessoa Coletiva,10000 a 50000
ESQUEMA VERTICAL LDA,509905803,Pessoa Coletiva,10000 a 50000
"PTT, LDA",509906010,Pessoa Coletiva,10000 a 50000
RUI PINHO - UNIPESSOAL LDA - EM LIQUIDAÇÃO,509906370,Pessoa Coletiva,10000 a 50000
"MORE COOL , UNIPESSOAL LDA - EM LIQUIDAÇÃO",509909370,Pessoa Coletiva,10000 a 50000
ATITUDE DE HONRA - UNIPESSOAL LDA,509910009,Pessoa Coletiva,10000 a 50000
"ARRAIOLTAGUS - PROCESSAMENTO DE RESIDUOS, LDA",509910181,Pessoa Coletiva,10000 a 50000
PRIOREXCLUSIVO UNIPESSOAL LDA,509910475,Pessoa Coletiva,10000 a 50000
"ANDRÉ TEIXEIRA MACHADO, UNIPESSOAL LDA",509911544,Pessoa Coletiva,10000 a 50000
"MÁRIO JÚLIO RAMOS - MARCENARIA E CARPINTARIA, UNIPESSOAL LDA",509911960,Pessoa Coletiva,10000 a 50000
"CLEBER DE ALMEIDA VICENTE, UNIPESSOAL LDA",509912940,Pessoa Coletiva,10000 a 50000
VENTO DE PALMAS LDA,509913431,Pessoa Coletiva,10000 a 50000
ENCADEADO DE CORES LDA,509913881,Pessoa Coletiva,10000 a 50000
HORA VIÁVEL CONSTRUÇÕES UNIPESSOAL LDA,509914144,Pessoa Coletiva,10000 a 50000
ALVESPIRAL UNIPESSOAL LDA,509914160,Pessoa Coletiva,10000 a 50000
"CARTONAGEM BRANDPACK, UNIPESSOAL LDA - EM LIQUIDAÇÃO",509915701,Pessoa Coletiva,10000 a 50000
"BEIRAVOLT - INSTALAÇÕES ELÉCTRICAS, LDA",509915817,Pessoa Coletiva,10000 a 50000
"ESCALA SINGELA, LDA",509916333,Pessoa Coletiva,10000 a 50000
"MAISAMPLO - MANUTENÇÃO INDUSTRIAL E SERVIÇOS, UNIPESSOAL LDA",509918743,Pessoa Coletiva,10000 a 50000
"DIGITALÁQUA, UNIPESSOAL LDA",509920250,Pessoa Coletiva,10000 a 50000
"MADEIRAS LAMBELHO , UNIPESSOAL LIMITADA",509920446,Pessoa Coletiva,10000 a 50000
"FASCÍNIOAGRÍCOLA, SOCIEDADE UNIPESSOAL LDA",509921396,Pessoa Coletiva,10000 a 50000
"J.L.A.P. TEXTEIS, UNIPESSOAL LDA",509923216,Pessoa Coletiva,10000 a 50000
"MERCOMIND, LDA",509923950,Pessoa Coletiva,10000 a 50000
"C.I.C. - CRECHE INTERNACIONAL DE CASCAIS, LDA",509923984,Pessoa Coletiva,10000 a 50000
"VITOR NATANAEL & MARQUES - CONSTRUÇÕES, LDA",509925251,Pessoa Coletiva,10000 a 50000
PRECEITIBELO - UNIPESSOAL LDA,509925871,Pessoa Coletiva,10000 a 50000
MAPA ESSENCIAL LDA,509926312,Pessoa Coletiva,10000 a 50000
DC PLÁSTICOS UNIPESSOAL LDA,509926401,Pessoa Coletiva,10000 a 50000
"ANA GONÇALVES LUÍS - CABELEIREIRO & ESTÉTICA, UNIPESSOAL LDA",509927211,Pessoa Coletiva,10000 a 50000
"CONSTRUALVES - CONSTRUÇÃO CIVIL, LDA",509928447,Pessoa Coletiva,10000 a 50000
SINGELO DESTAQUE UNIPESSOAL LDA,509928951,Pessoa Coletiva,10000 a 50000
"IBEROMINDELO TRADING, LDA",509929273,Pessoa Coletiva,10000 a 50000
"FERNANDO & CÂNDIDA, LDA",509929850,Pessoa Coletiva,10000 a 50000
PACOTE DE BRILHO - LDA EM LIQUIDAÇÂO,509932193,Pessoa Coletiva,10000 a 50000
GEOWATTS - MONTAGENS ELÉCTRICAS LDA,509932452,Pessoa Coletiva,10000 a 50000
"JUST DONE, UNIPESSOAL LDA",509932517,Pessoa Coletiva,10000 a 50000
LAGARTAKATITA - CRECHE E JARDIM DE INFÂNCIA LDA,509932592,Pessoa Coletiva,10000 a 50000
FULGORALTO UNIPESSOAL LDA,509933211,Pessoa Coletiva,10000 a 50000
"SEMPRETOTAL - TELECOMUNICAÇÕES, LDA",509933351,Pessoa Coletiva,10000 a 50000
"ECLIPSEDOAMOR - UNIPESSOAL, LDA",509933777,Pessoa Coletiva,10000 a 50000
FASTINCREASE UNIPESSOAL LDA,509934102,Pessoa Coletiva,10000 a 50000
"POÇAS PEREIRA, LDA",509934889,Pessoa Coletiva,10000 a 50000
"FIGHTFORLIFE, UNIPESSOAL, LDA",509935230,Pessoa Coletiva,10000 a 50000
OCULTOS LAÇOS EMBALAGENS UNIPESSOAL LDA,509935818,Pessoa Coletiva,10000 a 50000
DOMAINIGHT LDA,509935915,Pessoa Coletiva,10000 a 50000
BIZPROFILE - SOCIEDADE DE CONSTRUÇÕES LDA,509936130,Pessoa Coletiva,10000 a 50000
VULGAR RESPOSTA LDA,509936679,Pessoa Coletiva,10000 a 50000
TAMANHA INSPIRAÇÃO - UNIPESSOAL LDA,509936776,Pessoa Coletiva,10000 a 50000
"GOULART - CONSTRUÇÕES, LDA",509937381,Pessoa Coletiva,10000 a 50000
"CASA AGRÍCOLA HORÁCIO SIMÕES, LDA",509940080,Pessoa Coletiva,10000 a 50000
"LEOGÉLICA-ABATE DE ÁRVORES, UNIPESSOAL LDA",509941028,Pessoa Coletiva,10000 a 50000
PRÁTICOBLOCO - CONSTRUÇÕES LDA,509941680,Pessoa Coletiva,10000 a 50000
"GABRIEL ROCHA PEREIRA, SOCIEDADE UNIPESSOAL LIMITADA",509941923,Pessoa Coletiva,10000 a 50000
"MARIA FERNANDA FARIA, UNIPESSOAL LDA",509942911,Pessoa Coletiva,10000 a 50000
CURVA SIMÉTRICA UNIPESSOAL LDA - EM LIQUIDAÇÃO,509943365,Pessoa Coletiva,10000 a 50000
"ETAPA DE SONHO - RELOTES-BAR, LDA-EM LÍQUIDAÇÃO",509943497,Pessoa Coletiva,10000 a 50000
"F808S - FRIO INDUSTRIAL E SERVIÇOS, LDA",509943802,Pessoa Coletiva,10000 a 50000
TEORIA REBELDE UNIPESSOAL LDA,509944213,Pessoa Coletiva,10000 a 50000
"TREINARIGOR UNIPESSOAL, LDA",509944248,Pessoa Coletiva,10000 a 50000
"RODARTE & MENEZES, LDA",509944493,Pessoa Coletiva,10000 a 50000
"EFICETE - TEXTEIS, LDA",509946275,Pessoa Coletiva,10000 a 50000
"TONS PARALELOS, UNIPESSOAL, LDA",509946348,Pessoa Coletiva,10000 a 50000
"REPÚBLICA FILMES, LDA",509947620,Pessoa Coletiva,10000 a 50000
"WATTCOOL - TECNOLOGIA E ACESSÓRIOS PARA A INDÚSTRIA DE MOLDES E PLÁSTICOS, UNIPESSOAL LDA",509947654,Pessoa Coletiva,10000 a 50000
ESCOLHABSOLUTA UNIPESSOAL LDA,509949509,Pessoa Coletiva,10000 a 50000
"PENINFTEL - PENELA INFORMATICA E TELECOMUNICAÇÕES, UNIPESSOAL LDA",509952097,Pessoa Coletiva,10000 a 50000
"FERNANDES MORAIS ALVES - CONSTRUÇÕES, UNIPESSOAL LDA",509952240,Pessoa Coletiva,10000 a 50000
"SINAL VERDE, LDA",509953263,Pessoa Coletiva,10000 a 50000
NATA SELVAGEM - LDA,509953387,Pessoa Coletiva,10000 a 50000
"TLV - CAR CARE SERVICES, LDA",509953859,Pessoa Coletiva,10000 a 50000
ETAPA GENIAL UNIPESSOAL LDA,509954197,Pessoa Coletiva,10000 a 50000
ESFERA SELVAGEM UNIPESSOAL LDA,509954448,Pessoa Coletiva,10000 a 50000
FORMIMAKER - MOBILIÁRIO E DECORAÇÃO LDA,509955282,Pessoa Coletiva,10000 a 50000
UNIVERSINTERIOR - UNIPESSOAL LDA,509955312,Pessoa Coletiva,10000 a 50000
IDENTIDADE CRIATIVA UNIPESSOAL LDA,509956580,Pessoa Coletiva,10000 a 50000
"XP WORKOUT, LDA",509958443,Pessoa Coletiva,10000 a 50000
BASIC HOUSE UNIPESSOAL LDA,509959300,Pessoa Coletiva,10000 a 50000
"SHOES'76, UNIPESSOAL LDA",509959342,Pessoa Coletiva,10000 a 50000
"VASYL FOLOSHNYA - CONSTRUÇÕES, UNIPESSOAL LDA",509959806,Pessoa Coletiva,10000 a 50000
BRILHO LEVE - CALÇADO UNIPESSOAL LDA - EM LIQUIDAÇÃO,509959962,Pessoa Coletiva,10000 a 50000
ESTILO CÍCLICO UNIPESSOAL LDA,509960170,Pessoa Coletiva,10000 a 50000
"MANUELA AURORA, UNIPESSOAL LDA",509960634,Pessoa Coletiva,10000 a 50000
"TALHO 532 - COMÉRCIO DE CARNES, UNIPESSOAL LDA",509960820,Pessoa Coletiva,10000 a 50000
"MENDES CUNHA & OLIVEIRA FREITAS - CONFEITARIAS, LDA",509962203,Pessoa Coletiva,10000 a 50000
"TAMBARINA - COMÉRCIO INTERNACIONAL, LDA",509963560,Pessoa Coletiva,10000 a 50000
"HORÁCIO MANUEL SOARES, UNIPESSOAL LDA",509963897,Pessoa Coletiva,10000 a 50000
"ASSOCIAÇÃO APOIO À COMUNIDADE ""ÁRVORE DA SOLIDARIEDADE""",509963943,Pessoa Coletiva,10000 a 50000
"VONTADE LATINA, UNIPESSOAL LDA",509964010,Pessoa Coletiva,10000 a 50000
"M A S - RESTAURAÇÃO, UNIPESSOAL LDA",509964826,Pessoa Coletiva,10000 a 50000
"NYLOND, LDA",509964940,Pessoa Coletiva,10000 a 50000
"PEQUENOS E ORGULHOSOS, LDA",509966268,Pessoa Coletiva,10000 a 50000
PLANETA RUBRO - UNIPESSOAL LDA,509967540,Pessoa Coletiva,10000 a 50000
"LEPETICERV, UNIPESSOAL, LDA",509968201,Pessoa Coletiva,10000 a 50000
"CALORIAVITA, UNIPESSOAL, LDA",509968392,Pessoa Coletiva,10000 a 50000
OLHAR SUBLIME - COSMÉTICA UNIPESSOAL LDA,509968759,Pessoa Coletiva,10000 a 50000
SUPREME CONTROL LDA,509972195,Pessoa Coletiva,10000 a 50000
"ARESTA BRILHANTE, UNIPESSOAL LDA",509972454,Pessoa Coletiva,10000 a 50000
"RAINBOW FINDERS, UNIPESSOAL LDA",509972616,Pessoa Coletiva,10000 a 50000
"MANUEL FERNANDO LOPES, SOCIEDADE UNIPESSOAL LDA",509973167,Pessoa Coletiva,10000 a 50000
EFECTIVA & SUSTENTÁVEL LDA,509973256,Pessoa Coletiva,10000 a 50000
LAMPIÃO DA SORTE - RESTAURAÇÃO LDA,509973566,Pessoa Coletiva,10000 a 50000
"DEONIZIO CIEBRES - CONSTRUÇÃO CIVIL E PINTURAS, UNIPESSOAL LDA",509974104,Pessoa Coletiva,10000 a 50000
"CLIA BOOKS, LDA",509974597,Pessoa Coletiva,10000 a 50000
SEGMENTO PRIMAVERIL - UNIPESSOAL LDA,509975739,Pessoa Coletiva,10000 a 50000
CASCATA CARMIM UNIPESSOAL LDA,509975798,Pessoa Coletiva,10000 a 50000
"AUTOCARROS AVELITUR, UNIPESSOAL LDA",509975933,Pessoa Coletiva,10000 a 50000
SABORES FRENÉTICOS UNIPESSOAL LDA,509976522,Pessoa Coletiva,10000 a 50000
DESTINOS PODEROSOS - LDA,509977499,Pessoa Coletiva,10000 a 50000
INTERSECÇÃO D'IDEIAS UNIPESSOAL LDA,509977561,Pessoa Coletiva,10000 a 50000
"BELCAMPSOFÁ, UNIPESSOAL LDA",509977715,Pessoa Coletiva,10000 a 50000
MESTRE MIGALHAS PADARIA LDA,509977987,Pessoa Coletiva,10000 a 50000
CORRENTE INFINITA INSTALAÇOES ELETRICAS UNIPESSOAL LDA,509978614,Pessoa Coletiva,10000 a 50000
"ASPECTOS PITORESCOS - UNIPESSOAL LDA, EM LIQUIDAÇÃO",509978690,Pessoa Coletiva,10000 a 50000
"GLOBALMIX, REDES DE GÁS, CLIMATIZAÇÕES E PUBLICIDADE, LDA",509978924,Pessoa Coletiva,10000 a 50000
MIGUEL & MADUREIRA CRIATIVOS - COMUNICAÇÃO DESIGN E PUBLICIDADE LDA,509981135,Pessoa Coletiva,10000 a 50000
"DJAFAROV LATIF, UNIPESSOAL LDA",509982018,Pessoa Coletiva,10000 a 50000
"ALEXANDRA TEIXEIRA - MOLDES E FERRAMENTAS, UNIPESSOAL LDA",509984614,Pessoa Coletiva,10000 a 50000
"ACTUAL & NOVA, UNIPESSOAL LDA - EM LIQUIDAÇÃO",509988059,Pessoa Coletiva,10000 a 50000
AMORAFOGO UNIPESSOAL LDA,509988792,Pessoa Coletiva,10000 a 50000
FICHEIRO PRÓDIGO LDA,509989179,Pessoa Coletiva,10000 a 50000
GROUNDSKY - CONSTRUÇÕES METÁLICAS LDA,509989446,Pessoa Coletiva,10000 a 50000
"MANUELA CASTRO PEDROSA, UNIPESSOAL LDA",509989861,Pessoa Coletiva,10000 a 50000
"CALZANED-COMÉRCIO DE CALÇADO E ARTIGOS DE MODA, LDA",509990428,Pessoa Coletiva,10000 a 50000
"ALGODÃO PIMENTA, UNIPESSOAL LDA",509990789,Pessoa Coletiva,10000 a 50000
BÚSSOLA D'AROMAS UNIPESSOAL LDA,509991238,Pessoa Coletiva,10000 a 50000
"PINK WIND, UNIPESSOAL LDA",509991726,Pessoa Coletiva,10000 a 50000
CENTÍMETRO PERFEITO - MOBILIÁRIO UNIPESSOAL LDA,509993060,Pessoa Coletiva,10000 a 50000
"G-VEO - EQUIPAMENTOS E SERVIÇOS, LDA",509993249,Pessoa Coletiva,10000 a 50000
PILAR CRIATIVO - CONSTRUÇÕES UNIPESSOAL LDA,509993648,Pessoa Coletiva,10000 a 50000
CALLBUTTON - CABELEIREIRO UNIPESSOAL LDA,509994199,Pessoa Coletiva,10000 a 50000
CABELEIREIROS E ESTÉTICA SÊ TU UMA BENÇÃO SOCIEDADE UNIPESSOAL LDA,509994385,Pessoa Coletiva,10000 a 50000
CGAF-UNIPESSOAL LDA,509995268,Pessoa Coletiva,10000 a 50000
PIRÂMIDE D'ÁGUA - CANALIZAÇÕES E ENERGIAS RENOVÁVEIS UNIPESSOAL LDA,509995462,Pessoa Coletiva,10000 a 50000
EAGLEWAY UNIPESSOAL LDA,509997503,Pessoa Coletiva,10000 a 50000
TÍPICOS & PRÁTICOS - CHURRASQUEIRA LDA,509998445,Pessoa Coletiva,10000 a 50000
TEMPERO D'ALEGRIA FESTAS E EVENTOS UNIPESSOAL LDA,509998976,Pessoa Coletiva,10000 a 50000
LÉGUAPIONEIRA TRANSPORTES E COMÉRCIO LDA,510000606,Pessoa Coletiva,10000 a 50000
"JOPASSE UNIPESSOAL, LDA - EM LIQUIDAÇÃO",510000746,Pessoa Coletiva,10000 a 50000
"GARLIMPA, UNIPESSOAL LDA",510000886,Pessoa Coletiva,10000 a 50000
"TINTA SALGADA, LDA",510002226,Pessoa Coletiva,10000 a 50000
"BENTO MENDES, LIMITADA",510002331,Pessoa Coletiva,10000 a 50000
"RUMO CRIATIVO - ESTUDOS E DESIGN, UNIPESSOAL LDA",510002900,Pessoa Coletiva,10000 a 50000
"LIDIANE & GLENIO, LDA",510003893,Pessoa Coletiva,10000 a 50000
"BIODROIX ENTERTAINMENT, UNIPESSOAL LDA - EM LIQUIDAÇÃO",510004148,Pessoa Coletiva,10000 a 50000
BATUTA DE SABORES UNIPESSOAL LDA,510005837,Pessoa Coletiva,10000 a 50000
"CALLEJAS & ANAVARRO CABELEIREIROS, LDA",510006027,Pessoa Coletiva,10000 a 50000
"STRUSAITPINTA-PINTURAS DE CONSTRUÇÃO CIVIL, UNIPESSOAL LDA",510007228,Pessoa Coletiva,10000 a 50000
RECORDE PRIMÁRIO - UNIPESSOAL LDA,510007279,Pessoa Coletiva,10000 a 50000
ABOUT RATE - LDA,510007414,Pessoa Coletiva,10000 a 50000
BRISA DE CANELA - UNIPESSOAL LDA,510007821,Pessoa Coletiva,10000 a 50000
ESFERA CRUZADA MARCENARIA E CARPINTARIA UNIPESSOAL LDA,510007856,Pessoa Coletiva,10000 a 50000
"NFH - FACILITY SERVICES, LDA",510008364,Pessoa Coletiva,10000 a 50000
ÚTIL & LOUVÁVEL - UNIPESSOAL LDA,510008402,Pessoa Coletiva,10000 a 50000
PAPEL DIÁRIO - PAPEL E PLÁSTICOS UNIPESSOAL LDA,510008437,Pessoa Coletiva,10000 a 50000
"PRINTPOSTER - COMÉRCIO E INDÚSTRIA GRÁFICA, LDA",510009336,Pessoa Coletiva,10000 a 50000
"STRONGPERSONAL, UNIPESSOAL LDA",510010512,Pessoa Coletiva,10000 a 50000
"COMPETIR ELEGANTE RESTAURAÇÃO, LDA",510010601,Pessoa Coletiva,10000 a 50000
"TRANSPORTES RUI FILIPE, LDA",510011764,Pessoa Coletiva,10000 a 50000
"JOSÉ FERREIRA & MÁRIO FERREIRA, LDA",510011969,Pessoa Coletiva,10000 a 50000
"METALOCONDUTAS - HIDRÁULICA E AR CONDICIONADO, UNIPESSOAL LDA",510012159,Pessoa Coletiva,10000 a 50000
FASE FANTÁSTICA - LDA,510012213,Pessoa Coletiva,10000 a 50000
"VÍTOR DE SOUSA MEIRA - IMPORT EXPORT, UNIPESSOAL LDA",510012280,Pessoa Coletiva,10000 a 50000
"RMBS MALHAS- TECELAGEM, LDA",510012949,Pessoa Coletiva,10000 a 50000
AROMAS EM ESTREIA - LDA,510013864,Pessoa Coletiva,10000 a 50000
"SOFAHOUSE II INDUSTRIA DE ESTOFOS, LDA",510014330,Pessoa Coletiva,10000 a 50000
"ALA ALU, LDA",510014453,Pessoa Coletiva,10000 a 50000
"CINFACASAL II , LDA",510014690,Pessoa Coletiva,10000 a 50000
"JOÃO VAZ, PEREIRA & ALMEIDA, LDA",510015611,Pessoa Coletiva,10000 a 50000
"OVODEUS, UNIPESSOAL LDA",510015964,Pessoa Coletiva,10000 a 50000
MELHOR MOMENTO - UNIPESSOAL LDA,510016464,Pessoa Coletiva,10000 a 50000
ESKUADRIASÓLIDA - CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS LDA,510018467,Pessoa Coletiva,10000 a 50000
TONALIDADES FUTURAS - UNIPESSOAL LDA,510018750,Pessoa Coletiva,10000 a 50000
"CÉLULAFÉRTIL, LDA",510018815,Pessoa Coletiva,10000 a 50000
"SHOES BOSSY, LDA",510019072,Pessoa Coletiva,10000 a 50000
CARRUAGEM DO SUCESSO - CENTRO DE ESTUDOS UNIPESSOAL LDA,510019218,Pessoa Coletiva,10000 a 50000
"GIRASSOL MÁGICO, LDA",510019994,Pessoa Coletiva,10000 a 50000
"BDIG COM, UNIPESSOAL LDA",510020844,Pessoa Coletiva,10000 a 50000
"AUTO TERRA NOVA, UNIPESSOAL LDA",510021620,Pessoa Coletiva,10000 a 50000
FUGÁREALIDADE DECORAÇÕES UNIPESSOAL LDA,510021654,Pessoa Coletiva,10000 a 50000
VISÃO TOLERANTE - UNIPESSOAL LDA,510024971,Pessoa Coletiva,10000 a 50000
"REALIDADE ELEGANTE, LDA",510025528,Pessoa Coletiva,10000 a 50000
"SOLTACALMA, UNIPESSOAL LDA",510025552,Pessoa Coletiva,10000 a 50000
"CLAUDIA TEIXEIRA, UNIPESSOAL LDA",510028080,Pessoa Coletiva,10000 a 50000
"TRACTOLIVA, UNIPESSOAL LDA",510028462,Pessoa Coletiva,10000 a 50000
"INTERAÇO - CONSTRUÇÕES METÁLICAS, S.A.",510029620,Pessoa Coletiva,10000 a 50000
"MARSOUPASTI, UNIPESSOAL LDA",510030173,Pessoa Coletiva,10000 a 50000
ALEJOM - TRANSFORMAÇÃO E COMÉRCIO DE CARNES LDA,510030742,Pessoa Coletiva,10000 a 50000
TRAÇOS & DESFILES - UNIPESSOAL LDA - EM LIQUIDAÇÃO,510030955,Pessoa Coletiva,10000 a 50000
"PAULA MANTEIGAS, LDA",510031943,Pessoa Coletiva,10000 a 50000
"PEIXOTO FIGUEIREDO, SOCIEDADE DE RESTAURAÇÃO, LDA",510033024,Pessoa Coletiva,10000 a 50000
TERMOVOLT LDA,510033040,Pessoa Coletiva,10000 a 50000
"MEMÓRIA LIMPA - RESTAURAÇÃO, UNIPESSOAL LDA",510033695,Pessoa Coletiva,10000 a 50000
RÚSTICO & VERTICAL CONSTRUÇÕES UNIPESSOAL LDA,510036066,Pessoa Coletiva,10000 a 50000
"EMANUEL RAMOS, UNIPESSOAL LDA",510036201,Pessoa Coletiva,10000 a 50000
"TENDÊNCIAS & COSTUMES PINTURA E CONSTRUÇÃO CIVIL, LDA. LDA",510037674,Pessoa Coletiva,10000 a 50000
ARESTATLÂNTICA LDA,510039367,Pessoa Coletiva,10000 a 50000
LINHAS FASCINANTES - UNIPESSOAL LDA - EM LIQUIDAÇÃO,510041019,Pessoa Coletiva,10000 a 50000
"METAJOR - CONSTRUÇÕES DE S. JORGE, UNIPESSOAL, LDA",510043003,Pessoa Coletiva,10000 a 50000
"TRANSORIGEM-TRANSPORTE NACIONAL E INTERNACIONAL, LDA",510044255,Pessoa Coletiva,10000 a 50000
"ESCOLHE O MOMENTO, UNIPESSOAL, LDA",510044387,Pessoa Coletiva,10000 a 50000
"PALPITEXTRA COMÉRCIO DE MADEIRAS, DEMOLIÇÕES E TERRAPLANAGENS UNIPESSOAL LDA",510044824,Pessoa Coletiva,10000 a 50000
PALETE DE ESTRELAS COMÉRCIO DE MADEIRAS LDA,510045804,Pessoa Coletiva,10000 a 50000
"FASCÍNIO TOTAL COMÉRCIO PEÇAS AUTO, UNIPESSOAL LDA.",510046304,Pessoa Coletiva,10000 a 50000
BEAUTY FOREVER - UNIPESSOAL LDA,510047076,Pessoa Coletiva,10000 a 50000
PATAMAR FINAL - CONSTRUÇÃO CIVIL LDA,510047165,Pessoa Coletiva,10000 a 50000
"JOSÉ P.C. MEDEIROS - PAVIMENTOS, UNIPESSOAL LDA - EM LIQUIDAÇÃO",510047424,Pessoa Coletiva,10000 a 50000
"KURBAN COMPANY, UNIPESSOAL LDA",510047785,Pessoa Coletiva,10000 a 50000
"CARE 4 ME, ESTÉTICA, SAÚDE E BEM-ESTAR, LDA",510049087,Pessoa Coletiva,10000 a 50000
ROSMANINHO AOS MOLHOS LDA,510049419,Pessoa Coletiva,10000 a 50000
"SOFAHOUSE III INDUSTRIA DE ESTOFOS, UNIPESSOAL LDA, EM LIQUIDAÇÃO",510050050,Pessoa Coletiva,10000 a 50000
"GLOBIBRONZE II, LDA",510050301,Pessoa Coletiva,10000 a 50000
SUGESTÃO FRESCA LDA EM LIQUIDAÇÃO,510051715,Pessoa Coletiva,10000 a 50000
POLIVOLUMES - UNIPESSOAL LDA,510051774,Pessoa Coletiva,10000 a 50000
"CARLOS MARTINS - CORTINADOS, SOCIEDADE UNIPESSOAL LDA",510052010,Pessoa Coletiva,10000 a 50000
"FACTURE COAL, UNIPESSOAL LDA",510052800,Pessoa Coletiva,10000 a 50000
TEIA DE SONHOS UNIPESSOAL LDA,510054374,Pessoa Coletiva,10000 a 50000
FORÇA COMPETENTE - CONSTRUÇÕES LDA,510056644,Pessoa Coletiva,10000 a 50000
VIRTUDECERTA UNIPESSOAL LDA,510057039,Pessoa Coletiva,10000 a 50000
"BASTIDOR MÁGICO, UNIPESSOAL LDA",510058248,Pessoa Coletiva,10000 a 50000
"MFCP - SERVIÇOS DE CONSULTORIA E INFORMÁTICA, S.A.",510058965,Pessoa Coletiva,10000 a 50000
VISTAGRADÁVEL - UNIPESSOAL LDA,510059023,Pessoa Coletiva,10000 a 50000
"MONFILIANA-FÁBRICA DE CALÇADO, LDA",510060560,Pessoa Coletiva,10000 a 50000
PONTEIRO DO DESTINO - EXPLORAÇÃO FLORESTAL UNIPESSOAL LDA,510061109,Pessoa Coletiva,10000 a 50000
PADRÕES & SOLUÇÕES - UNIPESSOAL LDA,510061281,Pessoa Coletiva,10000 a 50000
"ROTINAS PAUTADAS, UNIPESSOAL LDA",510063454,Pessoa Coletiva,10000 a 50000
BELIAUDAZ - UNIPESSOAL LDA,510065406,Pessoa Coletiva,10000 a 50000
"PRÓXIMAPOSTA - UNIPESSOAL, LDA - EM LIQUIDAÇÃO",510066704,Pessoa Coletiva,10000 a 50000
"MEDIESSENCIAL - CLÍNICA MÉDICA E DENTÁRIA, UNIPESSOAL LDA",510066747,Pessoa Coletiva,10000 a 50000
"XFJ, CHARME E BEM ESTAR LDA",510066879,Pessoa Coletiva,10000 a 50000
"CILA CALÇADOS, UNIPESSOAL LDA",510068529,Pessoa Coletiva,10000 a 50000
GAVETA DOS TEMPEROS - UNIPESSOAL LDA,510068790,Pessoa Coletiva,10000 a 50000
CHARMEXTRA - TEXTEIS UNIPESSOAL LDA,510069800,Pessoa Coletiva,10000 a 50000
"SIMPLESMANEIRA, UNIPESSOAL LDA",510070744,Pessoa Coletiva,10000 a 50000
"ÁPICE, S.A.",510071430,Pessoa Coletiva,10000 a 50000
GLADVÉRTICE - UNIPESSOAL LDA,510072240,Pessoa Coletiva,10000 a 50000
"KEYINVOICE, UNIPESSOAL LDA",510072801,Pessoa Coletiva,10000 a 50000
TOQUE DE MEL UNIPESSOAL LDA,510072950,Pessoa Coletiva,10000 a 50000
"FLOCOS DE SABOR PADARIA E CONFEITARIA, LDA",510073069,Pessoa Coletiva,10000 a 50000
RADAR DE SABORES UNIPESSOAL LDA,510073670,Pessoa Coletiva,10000 a 50000
"PRAZO IMAGINÁRIO - ALFAIATARIA, IMPORTAÇÃO E EXPORTAÇÃO UNIPESSOAL LDA",510073891,Pessoa Coletiva,10000 a 50000
SUBLIMINSTANTE - UNIPESSOAL LDA,510074022,Pessoa Coletiva,10000 a 50000
RESPOSTANTIGA MOBILIÁRIO UNIPESSOAL LDA,510075304,Pessoa Coletiva,10000 a 50000
"ESCALAORUBRO, UNIPESSOAL LDA",510075320,Pessoa Coletiva,10000 a 50000
CONDICÃO EXCELENTE OBRAS PÚBLICAS E CONSTRUÇÕES LDA,510075347,Pessoa Coletiva,10000 a 50000
ESTILO TROPICAL - RESTAURANTE LDA,510075436,Pessoa Coletiva,10000 a 50000
"ALEIXO & ALEIXO - EDIÇÕES DE JORNAIS, LDA",510075509,Pessoa Coletiva,10000 a 50000
OVERBRIDGE LDA,510075568,Pessoa Coletiva,10000 a 50000
DECISÃO INÉDITA - SOCIEDADE DE CONSTRUÇÃO CIVIL UNIPESSOAL LDA,510075789,Pessoa Coletiva,10000 a 50000
PLATEIALEGRE UNIPESSOAL LDA,510077226,Pessoa Coletiva,10000 a 50000
"RICARDO GRAÇA CARVALHO, UNIPESSOAL LDA",510077960,Pessoa Coletiva,10000 a 50000
ORANGE SQUAD - TELECOMUNICAÇÕES LDA,510078303,Pessoa Coletiva,10000 a 50000
"QIANQIAN WU, UNIPESSOAL LDA",510078400,Pessoa Coletiva,10000 a 50000
"PÉTALAVIRTUAL, UNIPESSOAL LDA",510079075,Pessoa Coletiva,10000 a 50000
LOFTRIBALTA - COMÉRCIO E FABRICO DE CALÇADO UNIPESSOAL LDA,510080294,Pessoa Coletiva,10000 a 50000
"ANTONIA PEREIRA, UNIPESSOAL LDA",510082157,Pessoa Coletiva,10000 a 50000
"FORMAS & RELEVOS, UNIPESSOAL LDA",510082327,Pessoa Coletiva,10000 a 50000
